,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
54,Northwestern University,Center for Talent Development,Fast and Faster PM (PreK - K),Science,"This course runs Monday through Friday, July 10 – July 14. Do you have the need for speed? Engineers use physics and technology to design machines that go incredibly fast. Students explore the science behind what propels cars, planes and other machines to move at extraordinary speeds. Through collaborative project work, including building and other interactive activities, students learn basic physics principles around motion and velocity.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 14, 2023","July 10, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1012"
55,Northwestern University,Center for Talent Development,Fibonacci and Friends (Gr. 1-2),Mathematics,"This course runs Monday through Friday, July 24 – July 28. Fibonacci found mathematical patterns in the flora and fauna. Pascal saw the magic of numbers in a triangle. Alan Turing and Katherine Johnson deciphered codes that changed history. Through the study of these famous individuals, and their own investigations, students break codes and analyze complex patterns. Solve problems and build algorithmic thinking skills while testing out encryption and decryption methods along with other math puzzles.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1027"
56,Northwestern University,Center for Talent Development,From Moments to Movements (7-8),Leadership & Service,"A skill-building course in the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10 a.m. – 12 p.m. CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.Moments throughout history have sparked movements of meaningful change. Analyze contemporary social movements and identify the conditions that gave rise to them. Explore topics around these moments and movements such as technology and media influence, political activism, and the science of human behavior. Consider what moments have inspired you to take action!",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1098"
57,Northwestern University,Center for Talent Development,Fundamental Physics,Science,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  From subatomic particles to galaxies and stars, force is fundamental to physics. Explore a variety of fascinating phenomena in the physical world and the way physics explains the motion of objects, including electrons in an electrical circuit, roller coasters, planets, the light that we use to see, and the sounds we hear. Hands-on lab exercises complement the course material and allow for the derivation of important physics concepts. This course is excellent preparation for Physics Honors.   ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1073"
58,Northwestern University,Center for Talent Development,FUSE Studio Design Challenge,Technology & Engineering,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  Complete design challenges developed by Northwestern University and foster problem solving, creativity, and persistence skills. Projects span fields such as electronics, robotics, biotechnology, architecture, sound mixing, and fashion design. With the help of an expert facilitator, use STEAM-based practices to produce and present artifacts for peer review, remixing, and expert feedback.   ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1070"
59,Northwestern University,Center for Talent Development,Geometry Honors,,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Geometry Honors includes, but is not limited to, the structure of plane and solid geometry, coordinate geometry, and calculations involving areas and volumes of geometric figures. Creative problem solving is emphasized throughout the course along with the skills of formulating convincing arguments (mathematical proof). With the understanding of the basic concepts of geometry (both synthetic and coordinate geometry), students engage in higher order mathematical thought to solve problems and prove statements in plane and solid geometry.
Success in this course and Geometry Honors provides students with the foundation needed to take Pre-Calculus Honors.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1121"
60,Northwestern University,Center for Talent Development,Geometry Unfolded: Spatial Reasoning in 2D & 3D (Gr. 3-4),Mathematics,"This course runs Monday through Friday, July 17 – July 21.From origami to computer modeling, visualizing 2D geometric problems in 3D allows scientists and engineers to design solutions to complex challenges from space telescopes to curbing the spread of disease. Explore and investigate geometric and spatial concepts in a fun, engaging way by illustrating original 3D images, creating and solving puzzles, learning the art and math of origami, manipulating 3D shape nets and building 3D designs.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 21, 2023","July 17, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1032"
61,Northwestern University,Center for Talent Development,Green Design:  Engineering Solutions for a Changing Planet (Gr. 5-6),Technology & Engineering,"This course runs Monday through Friday, July 24 – Aug 4. As Earth’s climate changes, how will we live differently? Students will consider the nuances of the predicted global effects of climate change and use creative thinking and engineering skills to innovate solutions for individuals, communities, and nations. Students experience a broad range of science and engineering fields, such as architecture, industrial design, civil engineering, ecology, structural and materials engineering, and prepare for future study and careers in science, engineering and architecture. ",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1063"
62,Northwestern University,Center for Talent Development,Grossology (Gr. 1-2),Science,"This course runs Monday through Friday, July 10 – July 14.  The human body conducts fascinating and sometimes repulsive bodily functions, but all serve a valuable purpose. From spit and vomit to sweat and snot, curious students expand their critical thinking skills as they engage in experiments and activities to learn about systems of the human body and their role in indicating illness and maintaining health. This course builds fundamental biology skills for future study.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1026"
63,Northwestern University,Center for Talent Development,Heroes and Villains (Gr. 1-2),English & Language Arts,"This course runs Monday through Friday, July 31 – Aug 4. Is the giant at the top of the beanstalk really a villain? What traits make one character a hero and another a villain? From the perspective of new and familiar heroes and villains, students analyze the elements of storytelling. As they read a variety of stories, students analyze the power of plot, explore the ways heroes and villains can interact in a story, and develop their own original archetype story. Students develop creative writing skills through role-play, writing, illustrations, and dictation, and create stories about their own hero or villain.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1030"
64,Northwestern University,Center for Talent Development,"How Things Work: Electronics, Sensors and Circuits (Gr. 3-4)",Technology & Engineering,"This course runs Monday through Friday, July 17 – July 21. Electricity is all around us. We use it to play, but we are warned not to play with it. In this course students investigate simple circuits and sensors by safely making and breaking them. Using a range of everyday materials and their imaginations, students will learn the fundamentals of electricity and robotics, and how to think like electrical engineers, as they participate in design challenges.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 21, 2023","July 17, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1038"
65,Northwestern University,Center for Talent Development,Human Anatomy & Physiology,Science,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Examine the chemistry of cellular life, cell structure and function, human organization, major systems of the human body, human and medical genetics, DNA and biotechnology, human evolution, ecology, and population concerns. To develop lab skills required for advanced study in biology, perform dissections, as well as experiments in molecular genetics, histology, and the chemical composition of cells. This course helps prepare students for AP® Biology. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1085"
66,Northwestern University,Center for Talent Development,If I Ran the Zoo AM (PreK - K),English & Language Arts,"This course runs Monday through Friday, July 31 – Aug 4. Students take on the roles of zookeepers and veterinarians to make important decisions about which animals to keep in their zoo and how to care for them. Young animal enthusiasts conduct research and design animal habitats, create signs and other zoo literature, and discuss ethical issues related to zoo life and endangered animals. Early literacy skills are developed through drawing, dictation, and emergent writing.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1015"
67,Northwestern University,Center for Talent Development,If I Ran the Zoo PM (PreK - K),English & Language Arts,"This course runs Monday through Friday, July 24 – July 28.Students take on the roles of zookeepers and veterinarians to make important decisions about which animals to keep in their zoo and how to care for them. Young animal enthusiasts conduct research and design animal habitats, create signs and other zoo literature, and discuss ethical issues related to zoo life and endangered animals. Early literacy skills are developed through drawing, dictation, and emergent writing.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 28, 2023","July 24, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1014"
68,Northwestern University,Center for Talent Development,Introduction to Game Theory,Mathematics,"This is a three-week course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  If you want to rule the world, secure a winning position before you begin to play. Students get a mathematical foundation in game theory for simple and then complex games before turning to current events and international relations. The collaborative capstone project challenges students to analyze games of their own design. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1071"
69,Northwestern University,Center for Talent Development,Introduction to Genetics (Gr. 4-5),Science,"This course runs Monday through Friday, July 10 – July 14. What does it mean to say “it’s in the genes?” Genes are the “blueprints” for color of our eyes and hair, our height and our predisposition to certain illnesses. Learn how genes and DNA determine individual traits, and discuss advances in the field, such as the Human Genome Project. Students will consider the structure of DNA, mutability of genes, regulation of gene networks and genetic engineering as they participate in simulations and other hands-on activities.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1052"
70,Northwestern University,Center for Talent Development,Introduction to Thermodynamics,Science,"This is a three-week course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. How thermal energy is generated and delivered is fundamental to engineering feats such as: powering cities with electricity to the superconducting magnets in the Large Hadron Collider. In this course, students develop a conceptual understanding of thermal energy, the four fundamental laws of thermodynamics, and behavior of thermal energy in pure substances. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1081"
71,Northwestern University,Center for Talent Development,Journalism 101 (Gr. 3-4),English & Language Arts,"This course runs Monday through Friday, July 31 – Aug 4. Aspiring journalists conduct research, think critically about reliable sources and separate fact from opinion in this introductory course. Develop techniques for conducting interviews and asking good questions about a topic. Students incorporate key nonfiction writing skills to brainstorm and write articles about topics of interest, and collaborate with peers to develop their own classroom publication.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1034"
72,Northwestern University,Center for Talent Development,Latin I Honors: Ecce Romani,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Stories about the Romans, their mythology and historical characters help reveal the structure of the Latin Language and provide the basis to rich vocabulary development. The application of grammatical knowledge to Latin stories is emphasized, enabling you to translate Latin stories.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1127"
73,Northwestern University,Center for Talent Development,Leadership & Technology (9-10),Leadership & Service,"A STEM focused course within the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10AM – 12PM CDT (UTC-05:00). Technology has been harnessed by leaders in every field in the 21st century, but at what social cost? Explore technology's impact on the social world, how it helps or hinders social change, and its relationship with political, educational, and cultural institutions. Investigate the ethical dimensions of new technologies and compare and contrast concepts like technological determinism, techno-social systems, and persuasive technology. Do you have a choice to engage? ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1099"
74,Northwestern University,Center for Talent Development,Leadership for Today (7-10),Leadership & Service,"An introductory course to the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 7PM – 9PM CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.Begin your leadership exploration here! Engage in interactive workshops on leadership topics, learn from business and nonprofit leaders, and develop critical thinking and public speaking skills. Expand your leadership capacity through reflective learning opportunities and build community in a supportive online classroom.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1092"
75,Northwestern University,Center for Talent Development,LEGO® Architecture: Landmark Designs (Gr. 3-4),Technology & Engineering,"This course runs Monday through Friday, July 24 – July 28. What makes a structure a landmark rather than just a building? Does it involve its distinctive features, function or location? Or does it have to do with its meaning to those who use and see it? An architect's design considers all of these factors. Using LEGO® bricks and household materials, student designers solve building challenges as they learn about architectural elements and engage in the design process. Apply concepts of engineering, art and urban planning to create original landmark designs.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1042"
76,Northwestern University,Center for Talent Development,LEGO® Architecture: Landmark Designs (Gr. 3-4),Technology & Engineering,"This course runs Monday through Friday, July 31 – Aug 4.  What makes a structure a landmark rather than just a building? Does it involve its distinctive features, function or location? Or does it have to do with its meaning to those who use and see it? An architect's design considers all of these factors. Using LEGO® bricks and household materials, student designers solve building challenges as they learn about architectural elements and engage in the design process. Apply concepts of engineering, art and urban planning to create original landmark designs.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1041"
77,Northwestern University,Center for Talent Development,LEGO® Architecture: Landmark Designs (Gr. 3-4),Technology & Engineering,"This course runs Monday through Friday, July 10 – July 14. What makes a structure a landmark rather than just a building? Does it involve its distinctive features, function or location? Or does it have to do with its meaning to those who use and see it? An architect's design considers all of these factors. Using LEGO® bricks and household materials, student designers solve building challenges as they learn about architectural elements and engage in the design process. Apply concepts of engineering, art and urban planning to create original landmark designs.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1039"
78,Northwestern University,Center for Talent Development,Literary Analysis Honors,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Students will examine universal themes and the use of literary and rhetorical devices by reading and reflecting on excerpts from major works of literature in the genres of fiction, poetry, essay, and drama. Students will reflect on the literature and participate in meaningful discussions and explorations that provoke perceptive observations and insights. In their analysis of literature, students will hone their critical reading skills and demonstrate their mastery of expository and analytical writing. The class will prepare students for AP® English Language & Composition and AP® English Literature & Composition courses.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1116"
79,Northwestern University,Center for Talent Development,Machine Physics (Gr. 5-6),Science,"This course runs Monday through Friday, July 24 – Aug 4. How would you create a simple machine to test your physics ideas? Put your ideas to the test in this hands-on introduction to physics and engineering! Explore physics concepts such as force, acceleration, potential and kinetic energy and torque as you apply them to the creation of ramps, levers and other simple machines. This class is a great preparatory experience for students interested in Science Olympiad events. ",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1062"
80,Northwestern University,Center for Talent Development,Machine Physics (Gr. 5-6),Science,"This course runs Monday through Friday, July 10 – July 21.How would you create a simple machine to test your physics ideas? Put your ideas to the test in this hands-on introduction to physics and engineering! Explore physics concepts such as force, acceleration, potential and kinetic energy and torque as you apply them to the creation of ramps, levers and other simple machines. This class is a great preparatory experience for students interested in Science Olympiad events. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1061"
81,Northwestern University,Center for Talent Development,Magnets and Mirrors AM (PreK - K),Science,"This course runs Monday through Friday, July 31 – Aug 4. Magnets have the power to make objects move as if by magic. Mirrors can play tricks with how we view the world. In this interactive science class, students conduct experiments rooted in core concepts of physical science, such as magnetism, gravity, polarity, reflection, and magnification. Discover the science concepts behind the ""magic!""",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1016"
82,Northwestern University,Center for Talent Development,Magnets and Mirrors PM (PreK - K),Science,"This course runs Monday through Friday, July 24 – July 28. Magnets have the power to make objects move as if by magic. Mirrors can play tricks with how we view the world. In this interactive science class, students conduct experiments rooted in core concepts of physical science, such as magnetism, gravity, polarity, reflection, and magnification. Discover the science concepts behind the ""magic!""",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 28, 2023","July 24, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1017"
83,Northwestern University,Center for Talent Development,Magnets and Mirrors PM (PreK - K),Science,"This course runs Monday through Friday, July 31 – Aug 4. Magnets have the power to make objects move as if by magic. Mirrors can play tricks with how we view the world. In this interactive science class, students conduct experiments rooted in core concepts of physical science, such as magnetism, gravity, polarity, reflection, and magnification. Discover the science concepts behind the ""magic!""",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1018"
84,Northwestern University,Center for Talent Development,Math for Sports AM (PreK - K),Mathematics,"This course runs Monday through Friday, July 17 – July 21. What's the score?  How far is the goal? Why are there trapezoids in hockey? Circles and rectangles in basketball? Math can tell us about scores and so much more about athletic performance.  Students run, kick, shoot, and score, then measure calculate, analyze, and estimate to demonstrate how math and sports are on the same team. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 21, 2023","July 17, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1022"
